level,id,parent_id,object_id,object_type,object_key,query_status,query_time,query_type,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.likeCount,snippet.totalReplyCount
1,1031,1,UgzgbXUEfjr9PWNEpHx4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,2번째4번째골 다이어 산책수비.후 실점 지긋지긋하구만,2,0
1,1032,1,UgwRo3_VeFYpEKlgTgx4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,저 21번 선수 뭐하는거냐? 17번 힐끗힐끗보고는 냅두냐?  동료한테 주의를 줬어야지.,0,0
1,1033,1,UgzuDwmBVwR_qdlX0dh4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,“At the home of the comebacks” HAHAHAHA you were right. 😂❤️,0,0
1,1034,1,Ugx9nDcb6Vx2uxmebt54AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Stupid chicken :))))₫,0,0
1,1035,1,UgwXeOBfiM5dLumT0pJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Tottenham’s game has no aggression. He leaves you the ball and looks at you. There are only old people in a Défense pfff,1,0
1,1036,1,UgwKrwpgLsvIEY-F5Cx4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"Buy Kim ,defense is terrible",2,1
1,1037,1,UgxGHU0FccUbx4HyvWd4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Spurs defence has an early retirement plan of their own. 🤣,2,0
1,1038,1,UgyoHdbBgGtFu0OYAf14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,아..  모우라 어시스트. ㅜㅜ,0,0
1,1039,1,UgwSrRGc6j6oeSD_1sd4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,어차피 케인도 떠날거고 손흥민도 떠날거고 토트넘 그동안 고마웠다,1,1
1,1040,1,UgxumEPPjGD4F1ChGcF4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,When Richarlison take out his shirt something always happened later 🤣🤣🤣,0,0
1,1041,1,Ugy9BmXYXeiXmQ51sd14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Risharlisson didn t score. He shouldn t  have taken off his t-shirt.,0,0
1,1042,1,Ugy4Cm2LjFzyQE2v2r94AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Eric dier can't even be a first-team player in the Championship League,8,0
1,1043,1,Ugxq9Aohtdjkdk0LhlN4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Bottleham did it again 🤣,0,0
1,1044,1,UgyKxggcGWRixV9p6Dl4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,헤딩 하든가 밖으로 차든가. 로메로는 받든가 테클걸든가. 답없네,0,0
1,1045,1,Ugy7n14PRQcx5WeB_6F4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Richarlison really takes off his clothes after being useless since his signing? 😅 You can take it off when you break some records,0,0
1,1046,1,UgzwV0XKH0ZN6gjxXS54AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"두번쨰 실점 다이어 위치선정, 스피드 꼬라지봐 진짜 ㅋㅋ  세번째 실점 피케이도 다이어 되도 않는 거북이 압박으로 공간 다내주고 씹창남",3,0
1,1047,1,UgxSp2TG5Z7nk4aPKyR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,I guarantee you that Harry Kane will leave.,1,0
1,1048,1,Ugy58xdM2qM4kCUOBUd4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,모우라 머하는거야?  수비는 저걸못잡내,0,0
1,1049,1,UgzHk85xvHBVzq-IZj94AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,흥민이는 빨리 거기서 탈출해라,1,0
1,1050,1,UgwsFYgfvTF13Edfin14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,oh my god what happened to vandijk 😅😅😅😅😅😅,0,0
1,1051,1,Ugy8rOy3Xlr4CGH5OEx4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,weak goal keeper 😅,0,0
1,1052,1,Ugy9OyT6vjNQ-Du3GGB4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,어제 조타 말았네😂,1,0
1,1053,1,UgwIWgQkJ-80e7nUTh14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Tottenham defender is bad,0,0
1,1054,1,UgwyYINxiXrSYjh1naZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,진짜 대체 왜그러냐,0,0
1,1055,1,UgyFKU-Hun4Kf61X7194AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,케인 손흥민 둘다 떠나라 그냥 어딜가든 여기보단 나을듯,2,0
1,1056,1,UgwmThGnboncXMDLZFR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,마지막 어시스트 지렸다.,0,0
1,1057,1,UgzkKoXqyP4mbMAHOhR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"1:30 His ceremony seems like Tottenham 4 Liverpool 3. Actuall, that moment was 3:3. Why are they making smile so that early? 1:53 See how calm and patient when Liverpool got 4th score.",0,0
1,1058,1,UgzVpkg3gcaUdO1HkZR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Eric Dier = Harry Maguire lite version,3,0
1,1059,1,UgxwZoT6V6AJxES0E_Z4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"Whatever Liverpool's form may be this season, it's not easy to come back from 3-0 down at Anfield. Spurs deserved a point here. Also please free Son and Kane.",8,2
1,1060,1,UgwVDWlpgKNc44qoxZV4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Liverpool winner 0:09,0,0
1,1061,1,UgyJEJEF1TH8sj_JwHt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,토트넘 수비가 정말 기가막힐정도로 무능력하네.,0,0
1,1062,1,UgwV_6vXfcEssL8JOP14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,손 나가자,0,0
1,1063,1,UgxE2w38D1zKO63dW-J4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,콘테와 구단은 수비만 집중적으로 리모델링 했으면 최고의 팀이 됐을텐데 그 사실을 알고도 안했다는게 미스테리,2,0
1,1064,1,Ugy_3hwODUwDo3zsbr54AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Dier Hell DF,2,0
1,1065,1,UgykeO2A-Tfbheq6O1t4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,👣,0,0
1,1066,1,Ugz-jCuYDQ5WvK8hzwt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,병신같은닭트넘,0,0
1,1067,1,UgwkMN9L2Pnq35D-A4d4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,HAHAHAHHAHAHAHAHAHHAHAH RICHARLISON,0,0
1,1068,1,UgyAYh-GLKcpoJAYis94AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,모우라 힘내라,3,0
1,1069,1,UgyHZhAiGLpYjeJGEnd4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"The cause of defeat is not Moura, but Dyer. He is never an EPL class. Son and Kane must now leave Tottenham.",3,0
1,1070,1,Ugytj4pouPK0EJCquQJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,케인 손흥민 빨리 도망쳐,0,0
1,1071,1,Ugy6wQNxkgx2Xo3tDu54AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"Tottenham is really a Bentley in the attack and a Golf 2 everywhere else. Kane, Son and Perisic absolutely world class. As a lfc fan i really liked them that season when we both got in the UCL final but i will never understand what happened with this club",34,2
1,1072,1,Ugwvvm_S9tNYXxC3zMt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,정말 수비가...... ㅠㅜ  이런 환상적인 공격진이 아깝다.,2,0
1,1073,1,UgznmnxxbEQUi9fhYTR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,dier. . It's terrible.. it's the worst,2,0
1,1074,1,Ugzk8vSwuPgW_Fvrs8p4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"Well I have saying this for 3 years now , our defense is not so great up there in top 😅",0,0
1,1075,1,UgyMigC9zk-BblxcCHF4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Lucas world class,0,0
1,1076,1,Ugx6LAqJmZI6vQ6Hbl54AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"오늘도 쏘니는 클래스를 보여줬고, 토트넘은 또 졌다.",0,0
1,1077,1,UgwHW7raYG_k1mOYc794AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"I love Eric Dier, Seems like geuinely good person. friendly to the fans as well. But if you're considered yourself as  ""professional footballer"" you should be ashamed of yourself  for 57 goals conceded this season.  There are only 4 teams that conceded more goals than us in Premire League. Even Everton have less conceded goal stat. and they're in the relegation zone.  The defenders are bring down the whole team with shit show.",3,0
1,1078,1,UgyzHfJnu5lP2SgjHDZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Well lets just not forget what Lucas has done for the Chams semi-final.. and he isn't defender in the 1st place..,1,0
1,1079,1,UgxoEd1e8uwCLMU4L7h4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Spurs is the only team that allow other teams score two three and then try to equalised and come back 😂,0,0
1,1080,1,UgwJgCu82kZJa5pgC6t4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"this was the most spurs ever thing, getting a 3 goal comeback just to bottle it 1 minute later 😂",0,0
1,1081,1,UgzZPRWl78-hmMBLM4d4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Let them go Son and Kane,9,0
1,1082,1,UgxML0-T7c6oUytIIUJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,아쉬운 경기였다. 수비문제 해결좀 하자 레비형,2,0
1,1083,1,UgwB96l2TGU2i5vrAtt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,마지막 리버풀골만없었어도 ㅠㅠ,0,0
1,1084,1,UgwnJCp7StYtp8Tr-Fx4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,"This is the history of Tottenham, the trophyless Club.",0,0
1,1085,1,UgyAeIsOdJVl5Z6w_vh4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,😅😂🤭🤣🤭😅,0,0
1,1086,1,UgwT0XvEwJKm3Cpy7EJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Defense is very slow,1,0
1,1087,1,UgyPtsdpxJMz4tO-XrF4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Yeah sonny is abiously wordclass but i thought harry are not word class play his play little too not fast move slowly even if than heung min son.  So i idea my think is son is only wordclass in totenham stadium. He only legend no one can run quick like him,2,0
1,1088,1,UgxADBHTnEOWB144irN4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Lucas moura just cemented his position on the bench till he leaves spurs,1,0
1,1089,1,UgySbPzGTiT_l69B4j14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Next time should not over celebrate eventhough it had been quite a long time for him not scoring goal..instead pick the ball back and continue play and find another one goal to win the match..your team still in the mission securing better place for europe competition,0,0
1,1090,1,UgwvPL7jmgr4Upn0y4B4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,Richarlison 🤔TOO SOON🎉😂THIS IS ANFIELD🤣🤫🤐,0,0
1,1091,1,UyxX6z00lQM,offcut,,fetched (200),2023-10-16 14:24:43.993739,YouTube:/commentThreads,,,
1,1092,1,Ugz51BwWG9PHa5FnEWV4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,모우라 히샬 뒤통수 치는거 개웃기네 ㅋㅋㅋㅋ,0,0
1,1093,1,UgxWGu9NTfR9gTSF2hJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,쳐 먹히더라도 공격축구가 맞다,0,0
1,1094,1,UgzrQ-Wdo92aIxn4NXB4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Hahahahahahahahahahahahaha,0,0
1,1095,1,Ugz6kx1quWN-x3qHoLl4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,the problem has always been the defense especially eric dier i hate that guy,1,0
1,1096,1,Ugz1FSDKnzWScZRvWbl4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,01:44 모우라 환상의 어시스트,1,0
1,1097,1,Ugw-vSfh0eqm9v7KEbV4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Eric is autodoor!,2,0
1,1098,1,Ugwhkr1_Bi9cS6L1AJt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Spurs  don’t deserve having Kane and Son world top attackers...really disappointed defenders,3,0
1,1099,1,UgwPJyEPax5-gu86UM14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,pemain no.9 terlalu sombong dia kira sudah berakhir pada saat goalnya terjadi. begitu juga ketika dia bermain untuk brazil dan everton dia kira everton lolos dari zona degradasi suatu prestasi😂 memalukan pemain no.9,0,0
1,1100,1,UgzD8GDUm8G0IqgPqAN4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,"I think only spurs who can comeback from 3-0 through injury time, and then bottle it in injury time as well",0,0
1,1101,1,Ugx64BP8sGQf1afFEtR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,When u can't asking son and kane to becoming defenders .. 😂,0,0
1,1102,1,Ugyj1dfXIK2BEVc615x4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,1:46 what a shi*housery 💀,0,0
1,1103,1,Ugw-fdvcTWCF6ow5x2N4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Brighton better,0,0
1,1104,1,UgwkszoTPW8v1syrhEh4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,😭😥😔😤,0,0
1,1105,1,UgzEkVSochNo9GSfah94AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,"경기시작하고 바로 3실점 먹히고, 왜 계속 이런 거지같은 수비진을 바꾸지 않는거야? 실력이 우선이어야지 출신이나 정치력으로   누군가 선발을 고수한다면 우승은 없다.",3,0
1,1106,1,Ugw0YQm_uHQ9tDpg8SJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Nice assist from lucas Moura 😂,1,0
1,1107,1,UgzgG5iv7xm6M4c4aUl4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,at the last 1min i felt nightmare,1,0
1,1108,1,UgxnptB84TlAyR7WvrR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,나는 토트넘이 올해 4위안에 들지 못한다면 캐인과 쏘니를 다 잃을것이라 생각된다. 토트넘에게 미래는 무엇인가?,1,0
1,1109,1,UgyFiu3A3iRlfiu0vmB4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,We miss toby Alderweireld and Jan Vertonghen.. 😅,1,0
1,1110,1,UgwqvPNyKlNeqsKFY954AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,I wonder if Eric Dyer gets good reviews locally.,3,0
1,1111,1,UgzJUvjWJ-jF4muUIOt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,이야 모우라 공격본능 아직 살아있네 바로 킬패스 넣어줌 포로 다이어는 대가리 박아라 진짜,0,0
1,1112,1,UgypmtsToA9tED7ls4p4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,DIER...,1,0
1,1113,1,Ugwxq8LjQskU2cSXkB14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,모우라….님이…,0,0
1,1114,1,UgzqpnvabBWT0oMwbaR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,수비가 없는 수준..,0,0
1,1115,1,UgwjBzV24wz-CyiXizt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,"Sanchez must be thinking ""wow i'm not the only one after all""",0,0
1,1116,1,Ugwp63kWaBxGTvcgebN4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Tired of watching Dier's terrible defense in recent years. Does Dier have Levys sex video?,0,0
1,1117,1,UgyyRv6InL-mre0tZzB4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,🤣🤣🤣🤣🤣🤣🤣🤣,0,0
1,1118,1,UgxybS1KYZMIBCjN2E14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Kane must go Manchester. Fucking disaster team. Stupid Dier ^^,0,0
1,1119,1,UgzqQSVnbZS6ODICZxF4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,토트넘 수비    조기축구회,0,0
1,1120,1,Ugw4QFlFEmHm3w2b5dJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,모우라 첫 어시 폼 지렸다 ㅋㅋㅋㅋ,0,0
1,1121,1,UgxeZKDJDEaR9mYvNTt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,쏘니 7시즌 연속 리그 10골 축하한다. 역대 11번째이며 다음시즌에도 10골을 기록하면 역대 프리미어 리그 전체에서 10위안에 든다. 대단하지 않은가.,0,0
1,1122,1,UgyU2gCezR6hBZmWBWp4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,sonny   his boots are gold  we love him from tottenham  to seoul~ he got a power you know he dont need to panalties he scores from everywhere  his boots are  gold,1,0
1,1123,1,UgxK8bOW1QXgEirKyuh4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Dier sucks.  Dude is actually trying a new strategy: don't be in the defensive area to not get blamed!,0,0
1,1124,1,UgxCc_o7vFaqplXM50Z4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Is there really no way to improve the defense? 😡😡😡,1,0
1,1125,1,Ugz_tJmlMDjxUC9gN214AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Richarlison always goal in after full balgi man,0,0
1,1126,1,UgyjcqZYIWXpW6hFlKp4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,에메르송은 어딘가게요? 수비는 쩔던데 있고없고 차이가 크네요 찾아보니까 연봉20위던데 1위급으로 줘야겠네요,0,0
1,1127,1,UgzBtFIkh5gJUjkibnl4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,foolish tottenham staffs.,0,0
1,1128,1,UgweyuiY6HVFz_zWWyN4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,"rubbish tottenham rubbish richarlison, deserve to lose puikkkkkkkkkkkkkkkkkkkk",0,0
1,1129,1,Ugzi8xLmvnkeVVq5bTh4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Two teams that are good going forward but terrible in defence.,0,0
1,1130,1,Ugx0QXSoexR9891sBXh4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Sonny must move out from there. Go to Real Madrid,0,0
1,1131,1,Ugzuzu_u0I7b1Z2C_xZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Both teams play well,0,0
1,1132,1,UgzqLr5YYPWIgZo6fZd4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,why the thumbnail mo salah 😅,0,0
1,1133,1,UgyiF5NPcpJPjNShtoN4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,아무리 봐도 히샬리송 머리 안닿았는데 땅맞고 들어갔는데,0,0
1,1134,1,Ugx6UUzg1aeCX7Kjxsx4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Fuck this club. Kane and Son must leave this clube and save their career. Tottenham is Eric Dier level club.,0,0
1,1135,1,Ugx05ieJ7jK0OH4YNjt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Spurs would be in relegation if it weren't for kane and son. Sad that they would end their careers without a trophy,0,0
1,1136,1,UgziVKUdSPuSsy_2iml4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Amazing back pass....,0,0
1,1137,1,Ugw4AbktZz03SH9PQqp4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Spurs at +90min : Come on u Spurs!!!!!! Lucas Moura : Nope,0,0
1,1138,1,UgzDG2oMillUNMhfcwJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,좀 수비 특히 다이어좀 버려 무슨 자동문을 넘어 어서오세요 하고 있어 18,0,0
1,1139,1,Ugxb3FLcJts0ZDrU5UZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,The defense is trash  I feel sorry for Son Heung-min and Kane Get out of this baseless team right now,0,0
1,1140,1,UgwWiQVIXVaijley2IZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,i didnt understand the point of bringing danjuma and lucas!,0,0
1,1141,1,Ugzq3iEUn__0Ad4XJjt4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,"Mistakes from Dier , mistake from goal keeper, mistake from hojberg , mistake from Lucas  But loves Ryan Mason how he rotate the whole squad and plays them and substitute ina good way",0,0
1,1142,1,Ugwk1OinAY_cOR3Xcid4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,By the way liverpool players are so ugly,0,0
1,1143,1,UgxNVCfyjAAyB2xBjJN4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,내가 다이어에게 원하는 것은 수비를 잘하라는 것이 아니다...  그냥 투지를 보이고 적극적이기만 하면된다.  그렇다면 최소한 화가나지 않을 것이며 그를 응원할 수 있을 것😢,1,0
1,1144,1,UgwwTipJJMYD89MB5u94AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Come on people… where is the comment ‘give the keys to Mason”?….he’s playing Conte’s football… he trains with Antonio and Cristian’s methods ( now..before was nowhere to be seen pulling his weight … to the point they asked to get rid of him… hold on what does this tell us??) … Worst leadership in EPL people. But no one sees the real covert issue here. No leadership. When they lost the real one… All was lost. Please don’t male me read silly lines…’ah with Mason we play better …blah blah blah. He is a disgrace and a little man.,0,0
1,1145,1,UgwHGA4KuDWwRHHX0114AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,😂😂😂,0,0
1,1146,1,UgyynQUvZO5dVU0041p4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Who is number 27? He played very stupid at last moment. He wasn't on our side but the enemy's side and ruined a great game.,0,0
1,1147,1,UgyoqQJmYNk-Z0RoSX14AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Bottleham does it again,0,0
1,1148,1,UgzCQhb65NS3kW5BGDV4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,"At this point we should just clone Son and Kane. They both can play Midfield, Defence, and forward, maybe even gk.",0,0
1,1149,1,UgxWyKW8tX77eB26ymR4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,"Thank you for the play boys first (two games within 48 hrs wud ve been hard). I firmly can say these now: Levy, you need to buy defenders;  Harry, move to Man United, Sonny, move to Newcastle or Liverpool (you guys deserve better teams that play Champions league). I feel like I'm gonna hand write to Sonny's father consistently to move Sonny's mind from Spurs. I don't want to support a club with no philosophy. And hate to see the stupid defends anymore. I hate Eric Dier doing nothing.",3,0
1,1150,1,Ugw8otW-_19aSfcvyOZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,한국인에게 영어를 압수할 필요가있다 ㅋㅋ,0,0
1,1151,1,UgwGt0NklFWYjs1hFZN4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,토트넘 수비는 전부 닭임?,0,0
1,1152,1,Ugwe9rGnd4utfclq1WF4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,"The spurs won the game of ""who's got the worst defense"".",0,0
1,1153,1,UgyyqNd-ryhPrwfmZJh4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,Fascist Moura forgot how to clear a ball,0,0
1,1154,1,UgxKxjNPOjR9irM-KOF4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,대행감독에 대행감독 체제가 최고네! 공격은 확실히 살아났다 수비는 선수문제다 방법이 없다  토트넘 이게 최선이다,0,0
1,1155,1,Ugx0aL1KvoJzJB-hbkZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:24:44.305616,YouTube:/commentThreads,This team is a like bitcoin trading. I'm so excited!,0,0
